"Date","Net Liquidity","Current Funds","Withdrawn","Trading Funds","P/L","P/L %","Drawdown %"
"2021-10-22",2388963.2,2387963,0,2387963,-8571.6,-0.36,-0.36
"2021-10-25",2390774.6,2391549.4,0,2391549.4,1811.4,0.08,-0.28
"2021-10-26",2387949.6,2391549.4,0,2391549.4,-2825,-0.12,-0.4
"2021-10-27",2381746,2382805.8,0,2382805.8,-6203.6,-0.26,-0.66
"2021-10-28",2386591,2382805.8,0,2382805.8,4845,0.2,-0.46
"2021-10-29",2393872.4,2393227.2,0,2393227.2,7281.4,0.31,-0.15
"2021-11-01",2392922.8,2393512.6,0,2393512.6,-949.6,-0.04,-0.19
"2021-11-02",2395052.8,2393512.6,0,2393512.6,2130,0.09,-0.1
"2021-11-03",2410398.2,2407998,0,2407998,15345.4,0.64,0
"2021-11-04",2414803.2,2407998,0,2407998,4405,0.18,0
"2021-11-05",2424359.6,2420249.4,0,2420249.4,9556.4,0.4,0
"2021-11-08",2423258,2424167.8,0,2424167.8,-1101.6,-0.05,-0.05
"2021-11-09",2422373,2424167.8,0,2424167.8,-885,-0.04,-0.08
"2021-11-10",2409362,2408450.2,0,2408450.2,-13011,-0.54,-0.62
"2021-11-11",2405285.4,2408450.2,0,2408450.2,-4076.6,-0.17,-0.79
"2021-11-12",2409403.8,2413263.6,0,2413263.6,4118.4,0.17,-0.62
"2021-11-15",2406562.2,2410002,0,2410002,-2841.6,-0.12,-0.73
"2021-11-16",2405167.2,2410002,0,2410002,-1395,-0.06,-0.79
"2021-11-17",2401152.6,2404537.4,0,2404537.4,-4014.6,-0.17,-0.96
"2021-11-18",2401232.6,2404537.4,0,2404537.4,80,0,-0.95
"2021-11-19",2405932,2408921.8,0,2408921.8,4699.4,0.2,-0.76
"2021-11-22",2403624.4,2404149.2,0,2404149.2,-2307.6,-0.1,-0.86
"2021-11-23",2401987.8,2404149.2,0,2404149.2,-1636.6,-0.07,-0.92
"2021-11-24",2405992.2,2411043.6,0,2411043.6,4004.4,0.17,-0.76
"2021-11-26",2429535.2,2416220,0,2416220,23543,0.98,0
"2021-11-29",2411736.6,2416271.4,0,2416271.4,-17798.6,-0.73,-0.73
"2021-11-30",2399556.6,2391589.8,0,2391589.8,-12180,-0.51,-1.23
"2021-12-01",2410532.6,2402834.2,0,2402834.2,10976,0.46,-0.78
"2021-12-02",2394492.6,2402834.2,0,2402834.2,-16040,-0.67,-1.44
"2021-12-03",2380807.6,2376154.2,0,2376154.2,-13685,-0.57,-2.01
"2021-12-06",2375469,2375520.6,0,2375520.6,-5338.6,-0.22,-2.23
"2021-12-07",2381359,2375520.6,0,2375520.6,5890,0.25,-1.98
"2021-12-08",2388712.4,2387580.6,0,2387580.6,7353.4,0.31,-1.68
"2021-12-09",2382747.4,2387580.6,0,2387580.6,-5965,-0.25,-1.93
"2021-12-10",2399930.8,2399690.6,0,2399690.6,17183.4,0.72,-1.22
"2021-12-13",2395011.2,2396871,0,2396871,-4919.6,-0.2,-1.42
"2021-12-14",2397321.2,2396871,0,2396871,2310,0.1,-1.33
"2021-12-15",2403709.6,2407254.4,0,2407254.4,6388.4,0.27,-1.06
"2021-12-16",2402998,2407254.4,0,2407254.4,-711.6,-0.03,-1.09
"2021-12-17",2377844,2377788.8,0,2377788.8,-25154,-1.05,-2.13
"2021-12-20",2388255.4,2382055.2,0,2382055.2,10411.4,0.44,-1.7
"2021-12-21",2382590.4,2382055.2,0,2382055.2,-5665,-0.24,-1.93
"2021-12-22",2392634.8,2389254.6,0,2389254.6,10044.4,0.42,-1.52
"2021-12-23",2405068.8,2396267,0,2396267,12434,0.52,-1.01
"2021-12-27",2415456.2,2410599.4,0,2410599.4,10387.4,0.43,-0.58
"2021-12-28",2410806.2,2410599.4,0,2410599.4,-4650,-0.19,-0.77
"2021-12-29",2423120.6,2424423.8,0,2424423.8,12314.4,0.51,-0.26
"2021-12-30",2416170.6,2424423.8,0,2424423.8,-6950,-0.29,-0.55
"2021-12-31",2425114,2428063.8,0,2428063.8,8943.4,0.37,-0.18
"2022-01-03",2421218.4,2424243.2,0,2424243.2,-3895.6,-0.16,-0.34
"2022-01-04",2418318.4,2424243.2,0,2424243.2,-2900,-0.12,-0.46
"2022-01-05",2420133.8,2414048.6,0,2414048.6,1815.4,0.08,-0.39
"2022-01-06",2420518.8,2414048.6,0,2414048.6,385,0.02,-0.37
"2022-01-07",2418774.2,2415184,0,2415184,-1744.6,-0.07,-0.44
"2022-01-10",2419375.2,2421238.4,0,2421238.4,601,0.02,-0.42
"2022-01-11",2418098.6,2421238.4,0,2421238.4,-1276.6,-0.05,-0.47
"2022-01-12",2424987,2426851.8,0,2426851.8,6888.4,0.28,-0.19
"2022-01-13",2420287,2426851.8,0,2426851.8,-4700,-0.19,-0.38
"2022-01-14",2413865.4,2415330.2,0,2415330.2,-6421.6,-0.27,-0.64
"2022-01-18",2433969.4,2421117.6,0,2421117.6,20104,0.83,0
"2022-01-19",2454626.8,2449040,0,2449040,20657.4,0.85,0
"2022-01-20",2448536.8,2449040,0,2449040,-6090,-0.25,-0.25
"2022-01-21",2444667.8,2439179.4,0,2439179.4,-3869,-0.16,-0.41
"2022-01-24",2444372.8,2439179.4,0,2439179.4,-295,-0.01,-0.42
"2022-01-25",2447967.8,2439179.4,0,2439179.4,3595,0.15,-0.27
"2022-01-26",2476324.8,2476324.8,0,2476324.8,28357,1.16,0
"2022-01-27",2473384.8,2476324.8,0,2476324.8,-2940,-0.12,-0.12
"2022-01-28",2501063.2,2500584.8,0,2500584.8,27678.4,1.12,0
"2022-01-31",2502301.6,2500584.8,0,2500584.8,1238.4,0.05,0
"2022-02-01",2506941.6,2500584.8,0,2500584.8,4640,0.19,0
"2022-02-02",2521810,2514594.8,0,2514594.8,14868.4,0.59,0
"2022-02-03",2511705,2514594.8,0,2514594.8,-10105,-0.4,-0.4
"2022-02-04",2528301.4,2532096.2,0,2532096.2,16596.4,0.66,0
"2022-02-07",2523397.8,2521982.6,0,2521982.6,-4903.6,-0.19,-0.19
"2022-02-08",2519612.8,2521982.6,0,2521982.6,-3785,-0.15,-0.34
"2022-02-09",2528008.2,2527478,0,2527478,8395.4,0.33,-0.01
"2022-02-10",2530138.2,2527478,0,2527478,2130,0.08,0
"2022-02-11",2514639.2,2507772.4,0,2507772.4,-15499,-0.61,-0.61
"2022-02-14",2515877.2,2506703.8,0,2506703.8,1238,0.05,-0.56
"2022-02-15",2513095.6,2506703.8,0,2506703.8,-2781.6,-0.11,-0.67
"2022-02-16",2524068,2525611.2,0,2525611.2,10972.4,0.44,-0.24
"2022-02-17",2527928,2525611.2,0,2525611.2,3860,0.15,-0.09
"2022-02-18",2529744.6,2524651.2,0,2524651.2,1816.6,0.07,-0.02
"2022-02-22",2538022,2529923.6,0,2529923.6,8277.4,0.33,0
"2022-02-23",2534157,2534157,0,2534157,-3865,-0.15,-0.15
"2022-02-24",2541267,2534157,0,2534157,7110,0.28,0
"2022-02-25",2555200.4,2555167,0,2555167,13933.4,0.55,0
"2022-02-28",2554640.4,2555167,0,2555167,-560,-0.02,-0.02
"2022-03-01",2562805.4,2555167,0,2555167,8165,0.32,0
"2022-03-02",2575925.4,2579477,0,2579477,13120,0.51,0
"2022-03-03",2576720.4,2579477,0,2579477,795,0.03,0
"2022-03-04",2567203.4,2567203.4,0,2567203.4,-9517,-0.37,-0.37
"2022-03-07",2567203.4,2567203.4,0,2567203.4,0,0,-0.37
"2022-03-08",2561813.4,2567203.4,0,2567203.4,-5390,-0.21,-0.58
"2022-03-09",2589563.4,2589563.4,0,2589563.4,27750,1.08,0
"2022-03-10",2594123.4,2589563.4,0,2589563.4,4560,0.18,0
"2022-03-11",2600753.4,2600753.4,0,2600753.4,6630,0.26,0
"2022-03-14",2600753.4,2600753.4,0,2600753.4,0,0,0
"2022-03-15",2600313.4,2600753.4,0,2600753.4,-440,-0.02,-0.02
"2022-03-16",2624041.8,2623763.4,0,2623763.4,23728.4,0.91,0
"2022-03-17",2623761.8,2623763.4,0,2623763.4,-280,-0.01,-0.01
"2022-03-18",2643210.2,2639623.4,0,2639623.4,19448.4,0.74,0
"2022-03-21",2639988.6,2639623.4,0,2639623.4,-3221.6,-0.12,-0.12
"2022-03-22",2645228.6,2639623.4,0,2639623.4,5240,0.2,0
"2022-03-23",2621341,2627475.8,0,2627475.8,-23887.6,-0.9,-0.9
"2022-03-24",2626364.4,2627475.8,0,2627475.8,5023.4,0.19,-0.71
"2022-03-25",2637763.8,2638855.2,0,2638855.2,11399.4,0.43,-0.28
"2022-03-28",2642454.2,2642095.6,0,2642095.6,4690.4,0.18,-0.1
"2022-03-29",2657184.2,2642095.6,0,2642095.6,14730,0.56,0
"2022-03-30",2640272.6,2634669,0,2634669,-16911.6,-0.64,-0.64
"2022-03-31",2608978.6,2623998.4,0,2623998.4,-31294,-1.19,-1.81
"2022-04-01",2598638,2604762.8,0,2604762.8,-10340.6,-0.4,-2.2
"2022-04-04",2595060.4,2599095.2,0,2599095.2,-3577.6,-0.14,-2.34
"2022-04-05",2597490.4,2599095.2,0,2599095.2,2430,0.09,-2.25
"2022-04-06",2574553.8,2572728.6,0,2572728.6,-22936.6,-0.88,-3.11
"2022-04-07",2564597.2,2572728.6,0,2572728.6,-9956.6,-0.39,-3.48
"2022-04-08",2561419.2,2562059,0,2562059,-3178,-0.12,-3.6
"2022-04-11",2573874.6,2572149.4,0,2572149.4,12455.4,0.49,-3.14
"2022-04-12",2578019.6,2572149.4,0,2572149.4,4145,0.16,-2.98
"2022-04-13",2575019,2580588.8,0,2580588.8,-3000.6,-0.12,-3.09
"2022-04-14",2566850,2570763.2,0,2570763.2,-8169,-0.32,-3.4
"2022-04-18",2563889.4,2564377.6,0,2564377.6,-2960.6,-0.12,-3.51
"2022-04-19",2562017.8,2564377.6,0,2564377.6,-1871.6,-0.07,-3.58
"2022-04-20",2571531.2,2570751,0,2570751,9513.4,0.37,-3.22
"2022-04-21",2569831.2,2570751,0,2570751,-1700,-0.07,-3.29
"2022-04-22",2569399.6,2545821,0,2545821,-431.6,-0.02,-3.3
"2022-04-25",2562441,2544767.4,0,2544767.4,-6958.6,-0.27,-3.57
"2022-04-26",2557486,2536020.8,0,2536020.8,-4955,-0.19,-3.75
"2022-04-27",2578865,2576533.2,0,2576533.2,21379,0.84,-2.95
"2022-04-28",2566535,2576533.2,0,2576533.2,-12330,-0.48,-3.41
"2022-04-29",2558042,2553688.6,0,2553688.6,-8493,-0.33,-3.73
"2022-05-02",2561119,2555189,0,2555189,3077,0.12,-3.62
"2022-05-03",2573279,2567769,0,2567769,12160,0.47,-3.16
"2022-05-04",2591157.4,2591579,0,2591579,17878.4,0.69,-2.48
"2022-05-05",2607052.4,2591579,0,2591579,15895,0.61,-1.89
"2022-05-06",2623517.4,2617189,0,2617189,16465,0.63,-1.27
"2022-05-09",2635767.4,2617189,0,2617189,12250,0.47,-0.81
"2022-05-10",2648707.4,2626419,0,2626419,12940,0.49,-0.32
"2022-05-11",2666584.4,2666584.4,0,2666584.4,17877,0.67,0
"2022-05-12",2677544.4,2666584.4,0,2666584.4,10960,0.41,0
"2022-05-13",2689944.4,2689944.4,0,2689944.4,12400,0.46,0
"2022-05-16",2691887.8,2689944.4,0,2689944.4,1943.4,0.07,0
"2022-05-17",2711776.2,2711004.4,0,2711004.4,19888.4,0.74,0
"2022-05-18",2690731.2,2681974.4,0,2681974.4,-21045,-0.78,-0.78
"2022-05-19",2706596.2,2700484.4,0,2700484.4,15865,0.59,-0.19
"2022-05-20",2679681.2,2673504.4,0,2673504.4,-26915,-0.99,-1.18
"2022-05-23",2669726.2,2664717.8,0,2664717.8,-9955,-0.37,-1.55
"2022-05-24",2641268.2,2640858.2,0,2640858.2,-28458,-1.07,-2.6
"2022-05-25",2659428.2,2662068.2,0,2662068.2,18160,0.69,-1.93
"2022-05-26",2675906.6,2680428.2,0,2680428.2,16478.4,0.62,-1.32
"2022-05-27",2697360,2696388.2,0,2696388.2,21453.4,0.8,-0.53
"2022-05-31",2688978.4,2696388.2,0,2696388.2,-8381.6,-0.31,-0.84
"2022-06-01",2659246.8,2675658.2,0,2675658.2,-29731.6,-1.11,-1.94
"2022-06-02",2663518.2,2663518.2,0,2663518.2,4271.4,0.16,-1.78
"2022-06-03",2621561.2,2629922.6,0,2629922.6,-41957,-1.58,-3.33
"2022-06-06",2614904.6,2629922.6,0,2629922.6,-6656.6,-0.25,-3.57
"2022-06-07",2608321,2617599,0,2617599,-6583.6,-0.25,-3.82
"2022-06-08",2578207.4,2593485.4,0,2593485.4,-30113.6,-1.15,-4.93
"2022-06-09",2580893.8,2578981.8,0,2578981.8,2686.4,0.1,-4.83
"2022-06-10",2572751.2,2532574.2,0,2532574.2,-8142.6,-0.32,-5.13
"2022-06-13",2642093.2,2559444.6,0,2559444.6,69342,2.7,-2.57
"2022-06-14",2645105.2,2591710,0,2591710,3012,0.11,-2.46
"2022-06-15",2650171.2,2638814.4,0,2638814.4,5066,0.19,-2.27
"2022-06-16",2628289.2,2611165.8,0,2611165.8,-21882,-0.83,-3.08
"2022-06-17",2643370.2,2643370.2,0,2643370.2,15081,0.57,-2.52
"2022-06-21",2639530.2,2643370.2,0,2643370.2,-3840,-0.15,-2.66
"2022-06-22",2636720.2,2636760.2,0,2636760.2,-2810,-0.11,-2.77
"2022-06-23",2655180.2,2652970.2,0,2652970.2,18460,0.7,-2.09
"2022-06-24",2669228.6,2668980.2,0,2668980.2,14048.4,0.53,-1.57
"2022-06-27",2664673.6,2668980.2,0,2668980.2,-4555,-0.17,-1.74
"2022-06-28",2650673.6,2651250.2,0,2651250.2,-14000,-0.53,-2.25
"2022-06-29",2669843.6,2668310.2,0,2668310.2,19170,0.72,-1.55
"2022-06-30",2635743.6,2635980.2,0,2635980.2,-34100,-1.28,-2.8
"2022-07-01",2649844,2649945.6,0,2649945.6,14100.4,0.53,-2.28
"2022-07-05",2651347.4,2649945.6,0,2649945.6,1503.4,0.06,-2.23
"2022-07-06",2656610.8,2666805.6,0,2666805.6,5263.4,0.2,-2.03
"2022-07-07",2681824.2,2681765.6,0,2681765.6,25213.4,0.95,-1.1
"2022-07-08",2689980.6,2694962,0,2694962,8156.4,0.3,-0.8
"2022-07-11",2684564,2694962,0,2694962,-5416.6,-0.2,-1
"2022-07-12",2680002.4,2678610.4,0,2678610.4,-4561.6,-0.17,-1.17
"2022-07-13",2691707.8,2693150.8,0,2693150.8,11705.4,0.44,-0.74
"2022-07-14",2669858.2,2672001.2,0,2672001.2,-21849.6,-0.81,-1.55
"2022-07-15",2673075.6,2684068.6,0,2684068.6,3217.4,0.12,-1.43
"2022-07-18",2664534,2676112,0,2676112,-8541.6,-0.32,-1.74
"2022-07-19",2704676.4,2692709.4,0,2692709.4,40142.4,1.51,-0.26
"2022-07-20",2723479.8,2712792.8,0,2712792.8,18803.4,0.7,0
"2022-07-21",2736618.2,2719706.2,0,2719706.2,13138.4,0.48,0
"2022-07-22",2706829.6,2710377.6,0,2710377.6,-29788.6,-1.09,-1.09
"2022-07-25",2708762,2715310,0,2715310,1932.4,0.07,-1.02
"2022-07-26",2700195.4,2705498.4,0,2705498.4,-8566.6,-0.32,-1.33
"2022-07-27",2717054.8,2720612.8,0,2720612.8,16859.4,0.62,-0.71
"2022-07-28",2731631.2,2719544.2,0,2719544.2,14576.4,0.54,-0.18
"2022-07-29",2764448.6,2742071.6,0,2742071.6,32817.4,1.2,0
"2022-08-01",2760830,2749083,0,2749083,-3618.6,-0.13,-0.13
"2022-08-02",2738602.4,2751015.4,0,2751015.4,-22227.6,-0.81,-0.93
"2022-08-03",2761852.8,2768415.8,0,2768415.8,23250.4,0.85,-0.09
"2022-08-04",2773290.2,2781253.2,0,2781253.2,11437.4,0.41,0
"2022-08-05",2757517.6,2767630.6,0,2767630.6,-15772.6,-0.57,-0.57
"2022-08-08",2750712,2761710,0,2761710,-6805.6,-0.25,-0.81
"2022-08-09",2747497.4,2753170.4,0,2753170.4,-3214.6,-0.12,-0.93
"2022-08-10",2766609.8,2767567.8,0,2767567.8,19112.4,0.7,-0.24
"2022-08-11",2776355.2,2776458.2,0,2776458.2,9745.4,0.35,0
"2022-08-12",2812008.6,2795781.6,0,2795781.6,35653.4,1.28,0
"2022-08-15",2815811,2803194,0,2803194,3802.4,0.14,0
"2022-08-16",2830364.4,2824922.4,0,2824922.4,14553.4,0.52,0
"2022-08-17",2797166.8,2802354.8,0,2802354.8,-33197.6,-1.17,-1.17
"2022-08-18",2804894.2,2816277.2,0,2816277.2,7727.4,0.28,-0.9
"2022-08-19",2791734.6,2792267.6,0,2792267.6,-13159.6,-0.47,-1.36
"2022-08-22",2830109,2800857,0,2800857,38374.4,1.37,-0.01
"2022-08-23",2838504.4,2824267.4,0,2824267.4,8395.4,0.3,0
"2022-08-24",2844150.8,2842453.8,0,2842453.8,5646.4,0.2,0
"2022-08-25",2856812.2,2855800.2,0,2855800.2,12661.4,0.45,0
"2022-08-26",2841679.6,2839922.6,0,2839922.6,-15132.6,-0.53,-0.53
"2022-08-29",2840003.6,2839870,0,2839870,-1676,-0.06,-0.59
"2022-08-30",2837806,2820342.4,0,2820342.4,-2197.6,-0.08,-0.67
"2022-08-31",2847994.4,2846160.8,0,2846160.8,10188.4,0.36,-0.31
"2022-09-01",2829012.8,2824899.2,0,2824899.2,-18981.6,-0.67,-0.97
"2022-09-02",2841990.2,2846271.6,0,2846271.6,12977.4,0.46,-0.52
"2022-09-06",2837639.6,2844536,0,2844536,-4350.6,-0.15,-0.67
"2022-09-07",2845230,2851406.4,0,2851406.4,7590.4,0.27,-0.41
"2022-09-08",2870496.4,2863897.8,0,2863897.8,25266.4,0.89,0
"2022-09-09",2893040.8,2885072.2,0,2885072.2,22544.4,0.79,0
"2022-09-12",2901599.2,2885072.2,0,2885072.2,8558.4,0.3,0
"2022-09-13",2839801.6,2829609.6,0,2829609.6,-61797.6,-2.13,-2.13
"2022-09-14",2851024,2839827,0,2839827,11222.4,0.4,-1.74
"2022-09-15",2872222.4,2854495.4,0,2854495.4,21198.4,0.74,-1.01
"2022-09-16",2841602.8,2834875.8,0,2834875.8,-30619.6,-1.07,-2.07
"2022-09-19",2834022.2,2845345.2,0,2845345.2,-7580.6,-0.27,-2.33
"2022-09-20",2804722.6,2814520.6,0,2814520.6,-29299.6,-1.03,-3.34
"2022-09-21",2818104.6,2822866,0,2822866,13382,0.48,-2.88
"2022-09-22",2821369,2827540.4,0,2827540.4,3264.4,0.12,-2.77
"2022-09-23",2806391,2790745.8,0,2790745.8,-14978,-0.53,-3.28
"2022-09-26",2810612,2803340.2,0,2803340.2,4221,0.15,-3.14
"2022-09-27",2836613,2832049.6,0,2832049.6,26001,0.93,-2.24
"2022-09-28",2843658,2851709.6,0,2851709.6,7045,0.25,-2
"2022-09-29",2820791,2819031,0,2819031,-22867,-0.8,-2.78
"2022-09-30",2832421,2832421,0,2832421,11630,0.41,-2.38
"2022-10-03",2829331,2832421,0,2832421,-3090,-0.11,-2.49
"2022-10-04",2852091,2849031,0,2849031,22760,0.8,-1.71
"2022-10-05",2817611,2826601,0,2826601,-34480,-1.21,-2.89
"2022-10-06",2802781,2806821,0,2806821,-14830,-0.53,-3.41
"2022-10-07",2774491,2774491,0,2774491,-28290,-1.01,-4.38
"2022-10-10",2771501,2774491,0,2774491,-2990,-0.11,-4.48
"2022-10-11",2750921,2750261,0,2750261,-20580,-0.74,-5.19
"2022-10-12",2762431,2767821,0,2767821,11510,0.42,-4.8
"2022-10-13",2734951,2731191,0,2731191,-27480,-0.99,-5.74
"2022-10-14",2706911,2706911,0,2706911,-28040,-1.03,-6.71
"2022-10-17",2702671,2706911,0,2706911,-4240,-0.16,-6.86
"2022-10-18",2718531,2722121,0,2722121,15860,0.59,-6.31
"2022-10-19",2722971,2721211,0,2721211,4440,0.16,-6.16
"2022-10-20",2738131,2738321,0,2738321,15160,0.56,-5.63
"2022-10-21",2753231,2753231,0,2753231,15100,0.55,-5.11
"2022-10-24",2751841,2753231,0,2753231,-1390,-0.05,-5.16
"2022-10-25",2767651,2769691,0,2769691,15810,0.57,-4.62
"2022-10-26",2781789.4,2785851,0,2785851,14138.4,0.51,-4.13
"2022-10-27",2795472.8,2801561,0,2801561,13683.4,0.49,-3.66
"2022-10-28",2819791.2,2819771,0,2819771,24318.4,0.87,-2.82
"2022-10-31",2808164.6,2819771,0,2819771,-11626.6,-0.41,-3.22
"2022-11-01",2806153,2817611,0,2817611,-2011.6,-0.07,-3.29
"2022-11-02",2791442.4,2800370.4,0,2800370.4,-14710.6,-0.52,-3.8
"2022-11-03",2754026.8,2747704.8,0,2747704.8,-37415.6,-1.34,-5.09
"2022-11-04",2762445.2,2767998.2,0,2767998.2,8418.4,0.31,-4.8
"2022-11-07",2751743.6,2763896.6,0,2763896.6,-10701.6,-0.39,-5.16
"2022-11-08",2759466,2767979,0,2767979,7722.4,0.28,-4.9
"2022-11-09",2734777.4,2740260.4,0,2740260.4,-24688.6,-0.89,-5.75
"2022-11-10",2801057.8,2776365.8,0,2776365.8,66280.4,2.42,-3.47
"2022-11-11",2825364.2,2802657.2,0,2802657.2,24306.4,0.87,-2.63
"2022-11-14",2804137.6,2806615.6,0,2806615.6,-21226.6,-0.75,-3.36
"2022-11-15",2826784,2823907,0,2823907,22646.4,0.81,-2.58
"2022-11-16",2819536.4,2833529.4,0,2833529.4,-7247.6,-0.26,-2.83
"2022-11-17",2784522.4,2788998.8,0,2788998.8,-35014,-1.24,-4.03
"2022-11-18",2786326.8,2797063.2,0,2797063.2,1804.4,0.06,-3.97
"2022-11-21",2781101.2,2790747.6,0,2790747.6,-5225.6,-0.19,-4.15
"2022-11-22",2790027.6,2792469,0,2792469,8926.4,0.32,-3.85
"2022-11-23",2802657,2801743.4,0,2801743.4,12629.4,0.45,-3.41
"2022-11-25",2800414,2800818.8,0,2800818.8,-2243,-0.08,-3.49
"2022-11-28",2796136.4,2796446.2,0,2796446.2,-4277.6,-0.15,-3.63
"2022-11-29",2807101.8,2804371.6,0,2804371.6,10965.4,0.39,-3.26
"2022-11-30",2831441.2,2820186,0,2820186,24339.4,0.87,-2.42
"2022-12-01",2835889.6,2833246,0,2833246,4448.4,0.16,-2.26
"2022-12-02",2799278,2797566,0,2797566,-36611.6,-1.29,-3.53
"2022-12-05",2794160.4,2793218.4,0,2793218.4,-5117.6,-0.18,-3.7
"2022-12-06",2783467.8,2764695.8,0,2764695.8,-10692.6,-0.38,-4.07
"2022-12-07",2797389.2,2780562.2,0,2780562.2,13921.4,0.5,-3.59
"2022-12-08",2800341.6,2797929.6,0,2797929.6,2952.4,0.11,-3.49
"2022-12-09",2814772,2818660,0,2818660,14430.4,0.52,-2.99
"2022-12-12",2816991.4,2811624.4,0,2811624.4,2219.4,0.08,-2.92
"2022-12-13",2832954.8,2838542.8,0,2838542.8,15963.4,0.57,-2.37
"2022-12-14",2840585.2,2858578.2,0,2858578.2,7630.4,0.27,-2.1
"2022-12-15",2823148.6,2826121.6,0,2826121.6,-17436.6,-0.61,-2.7
"2022-12-16",2811771,2802424,0,2802424,-11377.6,-0.4,-3.1
"2022-12-19",2826600,2805056.4,0,2805056.4,14829,0.53,-2.58
"2022-12-20",2827836.4,2825702.8,0,2825702.8,1236.4,0.04,-2.54
"2022-12-21",2833155.8,2841327.2,0,2841327.2,5319.4,0.19,-2.36
"2022-12-22",2813140.2,2812346.6,0,2812346.6,-20015.6,-0.71,-3.05
"2022-12-23",2813891.6,2818848,0,2818848,751.4,0.03,-3.02
"2022-12-27",2804250,2812211.4,0,2812211.4,-9641.6,-0.34,-3.36
"2022-12-28",2798971.4,2800572.8,0,2800572.8,-5278.6,-0.19,-3.54
"2022-12-29",2804172.8,2809984.2,0,2809984.2,5201.4,0.19,-3.36
"2022-12-30",2775301.2,2778032.6,0,2778032.6,-28871.6,-1.03,-4.35
"2023-01-03",2771115.6,2772547,0,2772547,-4185.6,-0.15,-4.5
"2023-01-04",2788706,2787537.4,0,2787537.4,17590.4,0.63,-3.89
"2023-01-05",2793089.4,2796935.8,0,2796935.8,4383.4,0.16,-3.74
"2023-01-06",2814500.8,2814152.2,0,2814152.2,21411.4,0.77,-3
"2023-01-09",2809910.8,2814152.2,0,2814152.2,-4590,-0.16,-3.16
"2023-01-10",2834619.2,2828595.6,0,2828595.6,24708.4,0.88,-2.31
"2023-01-11",2856923.6,2844880,0,2844880,22304.4,0.79,-1.54
"2023-01-12",2875309,2879165.4,0,2879165.4,18385.4,0.64,-0.91
"2023-01-13",2867166.4,2872417.8,0,2872417.8,-8142.6,-0.28,-1.19
"2023-01-17",2862171.8,2871363.2,0,2871363.2,-4994.6,-0.17,-1.36
"2023-01-18",2850619.2,2851160.6,0,2851160.6,-11552.6,-0.4,-1.76
"2023-01-19",2834782.6,2832624,0,2832624,-15836.6,-0.56,-2.3
"2023-01-20",2840065,2840741.4,0,2840741.4,5282.4,0.19,-2.12
"2023-01-23",2849723.4,2840741.4,0,2840741.4,9658.4,0.34,-1.79
"2023-01-24",2858971.8,2848314.8,0,2848314.8,9248.4,0.32,-1.47
"2023-01-25",2826382.2,2822255.2,0,2822255.2,-32589.6,-1.14,-2.59
"2023-01-26",2848723.6,2842541.6,0,2842541.6,22341.4,0.79,-1.82
"2023-01-27",2857573,2858566,0,2858566,8849.4,0.31,-1.52
"2023-01-30",2843343.4,2852416.4,0,2852416.4,-14229.6,-0.5,-2.01
"2023-01-31",2867951.8,2864884.8,0,2864884.8,24608.4,0.87,-1.16
"2023-02-01",2871111.2,2885174.2,0,2885174.2,3159.4,0.11,-1.05
"2023-02-02",2919450.6,2901483.6,0,2901483.6,48339.4,1.68,0
"2023-02-03",2913957,2916815,0,2916815,-5493.6,-0.19,-0.19
"2023-02-06",2908678.4,2915731.4,0,2915731.4,-5278.6,-0.18,-0.37
"2023-02-07",2926986.8,2932109.8,0,2932109.8,18308.4,0.63,0
"2023-02-08",2897434.2,2906012.2,0,2906012.2,-29552.6,-1.01,-1.01
"2023-02-09",2897302.6,2899145.6,0,2899145.6,-131.6,0,-1.01
"2023-02-10",2903335,2907938,0,2907938,6032.4,0.21,-0.81
"2023-02-13",2898984,2903580.4,0,2903580.4,-4351,-0.15,-0.96
"2023-02-14",2904904.4,2919535.8,0,2919535.8,5920.4,0.2,-0.75
"2023-02-15",2903072.8,2908174.2,0,2908174.2,-1831.6,-0.06,-0.82
"2023-02-16",2860787.2,2869433.6,0,2869433.6,-42285.6,-1.46,-2.26
"2023-02-17",2850176.6,2851893,0,2851893,-10610.6,-0.37,-2.62
"2023-02-21",2868406,2859307.4,0,2859307.4,18229.4,0.64,-2
"2023-02-22",2888129.4,2880600.8,0,2880600.8,19723.4,0.69,-1.33
"2023-02-23",2888735.8,2894372.2,0,2894372.2,606.4,0.02,-1.31
"2023-02-24",2840020.2,2845746.6,0,2845746.6,-48715.6,-1.69,-2.97
"2023-02-27",2835843.6,2845746.6,0,2845746.6,-4176.6,-0.15,-3.11
"2023-02-28",2843067,2851420,0,2851420,7223.4,0.25,-2.87
"2023-03-01",2836091.4,2842794.4,0,2842794.4,-6975.6,-0.25,-3.11
"2023-03-02",2841939.8,2850472.8,0,2850472.8,5848.4,0.21,-2.91
"2023-03-03",2868617.2,2863150.2,0,2863150.2,26677.4,0.94,-1.99
"2023-03-06",2867737.6,2863495.6,0,2863495.6,-879.6,-0.03,-2.02
"2023-03-07",2830978,2837541,0,2837541,-36759.6,-1.28,-3.28
"2023-03-08",2839392.4,2844135.4,0,2844135.4,8414.4,0.3,-2.99
"2023-03-09",2840408.8,2828426.8,0,2828426.8,1016.4,0.04,-2.96
"2023-03-10",2844778.2,2824616.2,0,2824616.2,4369.4,0.15,-2.81
