"Date","Net Liquidity","Current Funds","Withdrawn","Trading Funds","P/L","P/L %","Drawdown %"
"2024-01-26",2305989,2305989,0,2305989,2240,0.1,0
"2024-01-29",2306765,2305989,0,2305989,776,0.03,0
"2024-01-30",2308646,2308690,0,2308690,1881,0.08,0
"2024-01-31",2300053,2299827,0,2299827,-8593,-0.37,-0.37
"2024-02-01",2304309,2303873,0,2303873,4256,0.19,-0.19
"2024-02-02",2308229,2308229,0,2308229,3920,0.17,-0.02
"2024-02-05",2308425,2308229,0,2308229,196,0.01,-0.01
"2024-02-06",2311901,2310795,0,2310795,3476,0.15,0
"2024-02-07",2313152,2313441,0,2313441,1251,0.05,0
"2024-02-08",2316173,2316082,0,2316082,3021,0.13,0
"2024-02-09",2318593,2318593,0,2318593,2420,0.1,0
"2024-02-12",2318104,2318593,0,2318593,-489,-0.02,-0.02
"2024-02-13",2295836,2294630,0,2294630,-22268,-0.96,-0.98
"2024-02-14",2298252,2297641,0,2297641,2416,0.11,-0.88
"2024-02-15",2301293,2300697,0,2300697,3041,0.13,-0.75
"2024-02-16",2304088,2304088,0,2304088,2795,0.12,-0.63
"2024-02-20",2305254,2304088,0,2304088,1166,0.05,-0.58
"2024-02-21",2309385,2307729,0,2307729,4131,0.18,-0.4
"2024-02-22",2313026,2312710,0,2312710,3641,0.16,-0.24
"2024-02-23",2315976,2315976,0,2315976,2950,0.13,-0.11
"2024-02-26",2315732,2315976,0,2315976,-244,-0.01,-0.12
"2024-02-27",2319498,2318912,0,2318912,3766,0.16,0
"2024-02-28",2321814,2321608,0,2321608,2316,0.1,0
"2024-02-29",2326460,2325134,0,2325134,4646,0.2,0
"2024-03-01",2328595,2328595,0,2328595,2135,0.09,0
"2024-03-04",2327756,2328595,0,2328595,-839,-0.04,-0.04
"2024-03-05",2324023,2321867,0,2321867,-3733,-0.16,-0.2
"2024-03-06",2326569,2325848,0,2325848,2546,0.11,-0.09
"2024-03-07",2329490,2329759,0,2329759,2921,0.13,0
"2024-03-08",2329824,2329824,0,2329824,334,0.01,0
"2024-03-11",2329570,2329824,0,2329824,-254,-0.01,-0.01
"2024-03-12",2335836,2335085,0,2335085,6266,0.27,0
"2024-03-13",2338292,2338341,0,2338341,2456,0.11,0
"2024-03-14",2335714,2334303,0,2334303,-2578,-0.11,-0.11
"2024-03-15",2333838,2333838,0,2333838,-1876,-0.08,-0.19
"2024-03-18",2331354,2333838,0,2333838,-2484,-0.11,-0.3
"2024-03-19",2338795,2337489,0,2337489,7441,0.32,0
"2024-03-20",2343421,2342265,0,2342265,4626,0.2,0
"2024-03-21",2345247,2345781,0,2345781,1826,0.08,0
"2024-03-22",2348617,2348617,0,2348617,3370,0.14,0
"2024-03-25",2347278,2348617,0,2348617,-1339,-0.06,-0.06
"2024-03-26",2348055,2348669,0,2348669,777,0.03,-0.02
"2024-03-27",2352136,2351440,0,2351440,4081,0.17,0
"2024-03-28",2354126,2354126,0,2354126,1990,0.08,0
"2024-04-01",2354482,2354126,0,2354126,356,0.02,0
"2024-04-02",2341624,2341448,0,2341448,-12858,-0.55,-0.55
"2024-04-03",2344940,2344729,0,2344729,3316,0.14,-0.41
"2024-04-04",2336912,2337341,0,2337341,-8028,-0.34,-0.75
"2024-04-05",2343157,2343157,0,2343157,6245,0.27,-0.48
"2024-04-08",2343163,2343157,0,2343157,6,0,-0.48
"2024-04-09",2335230,2333694,0,2333694,-7933,-0.34,-0.82
"2024-04-10",2326477,2325666,0,2325666,-8753,-0.37,-1.19
"2024-04-11",2329963,2330892,0,2330892,3486,0.15,-1.04
"2024-04-12",2319384,2319384,0,2319384,-10579,-0.45,-1.49
"2024-04-15",2320270,2319384,0,2319384,886,0.04,-1.45
"2024-04-16",2323826,2325010,0,2325010,3556,0.15,-1.3
"2024-04-17",2318588,2318407,0,2318407,-5238,-0.23,-1.52
"2024-04-18",2321569,2322963,0,2322963,2981,0.13,-1.4
"2024-04-19",2316760,2316760,0,2316760,-4809,-0.21,-1.6
"2024-04-22",2315646,2316760,0,2316760,-1114,-0.05,-1.65
"2024-04-23",2319992,2320751,0,2320751,4346,0.19,-1.46
"2024-04-24",2324828,2324397,0,2324397,4836,0.21,-1.26
"2024-04-25",2301480,2301019,0,2301019,-23348,-1,-2.25
"2024-04-26",2306530,2306530,0,2306530,5050,0.22,-2.04
"2024-04-29",2307706,2306530,0,2306530,1176,0.05,-1.99
"2024-04-30",2295923,2300562,0,2300562,-11783,-0.51,-2.49
"2024-05-01",2293118,2298702,0,2298702,-2805,-0.12,-2.61
"2024-05-02",2297533,2296817,0,2296817,4415,0.19,-2.42
"2024-05-03",2302478,2302478,0,2302478,4945,0.22,-2.21
"2024-05-06",2303284,2302478,0,2302478,806,0.04,-2.17
"2024-05-07",2306015,2305314,0,2305314,2731,0.12,-2.06
"2024-05-08",2308111,2308085,0,2308085,2096,0.09,-1.97
"2024-05-09",2311377,2310746,0,2310746,3266,0.14,-1.83
"2024-05-10",2313532,2313532,0,2313532,2155,0.09,-1.74
"2024-05-13",2312968,2313532,0,2313532,-564,-0.02,-1.76
"2024-05-14",2317009,2317213,0,2317213,4041,0.17,-1.59
"2024-05-15",2322955,2322469,0,2322469,5946,0.26,-1.34
"2024-05-16",2325231,2324970,0,2324970,2276,0.1,-1.24
"2024-05-17",2327966,2327966,0,2327966,2735,0.12,-1.13
"2024-05-20",2327457,2327966,0,2327966,-509,-0.02,-1.15
"2024-05-21",2330803,2330422,0,2330422,3346,0.14,-1.01
"2024-05-22",2325275,2324579,0,2324579,-5528,-0.24,-1.24
"2024-05-23",2326425,2325924,0,2325924,1150,0.05,-1.19
"2024-05-24",2329600,2329600,0,2329600,3175,0.14,-1.06
"2024-05-28",2330406,2329600,0,2329600,806,0.03,-1.02
"2024-05-29",2319398,2321607,0,2321607,-11008,-0.47,-1.49
"2024-05-30",2316435,2315899,0,2315899,-2963,-0.13,-1.62
"2024-05-31",2311116,2311116,0,2311116,-5319,-0.23,-1.84
"2024-06-03",2312802,2311116,0,2311116,1686,0.07,-1.77
"2024-06-04",2314528,2314202,0,2314202,1726,0.07,-1.7
"2024-06-05",2318884,2317753,0,2317753,4356,0.19,-1.51
"2024-06-06",2321070,2320679,0,2320679,2186,0.09,-1.42
"2024-06-07",2324710,2324710,0,2324710,3640,0.16,-1.26
"2024-06-10",2324696,2324710,0,2324710,-14,0,-1.27
"2024-06-11",2318883,2318027,0,2318027,-5813,-0.25,-1.51
"2024-06-12",2326129,2324048,0,2324048,7246,0.31,-1.2
"2024-06-13",2328705,2327924,0,2327924,2576,0.11,-1.09
"2024-06-14",2326404,2326404,0,2326404,-2301,-0.1,-1.19
"2024-06-17",2325290,2326404,0,2326404,-1114,-0.05,-1.24
"2024-06-18",2329455,2329455,0,2329455,4165,0.18,-1.06
"2024-06-20",2329321,2329455,0,2329455,-134,-0.01,-1.07
"2024-06-21",2332921,2332921,0,2332921,3600,0.15,-0.92
"2024-06-24",2330217,2332921,0,2332921,-2704,-0.12,-1.03
"2024-06-25",2336433,2335672,0,2335672,6216,0.27,-0.77
"2024-06-26",2339709,2338473,0,2338473,3276,0.14,-0.63
"2024-06-27",2341210,2341169,0,2341169,1501,0.06,-0.56
"2024-06-28",2340814,2340814,0,2340814,-396,-0.02,-0.58
"2024-07-01",2341730,2340814,0,2340814,916,0.04,-0.54
"2024-07-02",2344556,2343680,0,2343680,2826,0.12,-0.42
"2024-07-03",2345856,2345856,0,2345856,1300,0.06,-0.37
"2024-07-05",2345856,2345856,0,2345856,0,0,-0.37
"2024-07-08",2345857,2345856,0,2345856,1,0,-0.37
"2024-07-09",2348363,2348137,0,2348137,2506,0.11,-0.26
"2024-07-10",2352189,2350618,0,2350618,3826,0.16,-0.1
"2024-07-11",2351254,2350998,0,2350998,-935,-0.04,-0.14
"2024-07-12",2353849,2353849,0,2353849,2595,0.11,-0.03
"2024-07-15",2354165,2353849,0,2353849,316,0.01,-0.01
"2024-07-16",2358391,2357075,0,2357075,4226,0.18,0
"2024-07-17",2340478,2340097,0,2340097,-17913,-0.76,-0.76
"2024-07-18",2333505,2333599,0,2333599,-6973,-0.3,-1.06
"2024-07-19",2326961,2326961,0,2326961,-6544,-0.28,-1.33
"2024-07-22",2326662,2326961,0,2326961,-299,-0.01,-1.35
"2024-07-23",2329378,2330517,0,2330517,2716,0.12,-1.23
"2024-07-24",2314800,2316234,0,2316234,-14578,-0.63,-1.85
"2024-07-25",2310705,2315079,0,2315079,-4095,-0.18,-2.02
"2024-07-26",2320470,2320470,0,2320470,9765,0.42,-1.61
"2024-07-29",2318246,2320470,0,2320470,-2224,-0.1,-1.7
"2024-07-30",2313913,2312307,0,2312307,-4333,-0.19,-1.89
"2024-07-31",2317004,2319288,0,2319288,3091,0.13,-1.75
"2024-08-01",2313176,2311330,0,2311330,-3828,-0.17,-1.92
"2024-08-02",2298227,2298227,0,2298227,-14949,-0.65,-2.55
"2024-08-05",2299179,2298227,0,2298227,952,0.04,-2.51
"2024-08-06",2296120,2301879,0,2301879,-3059,-0.13,-2.64
"2024-08-07",2299965,2303179,0,2303179,3845,0.17,-2.48
"2024-08-08",2309906,2310680,0,2310680,9941,0.43,-2.06
"2024-08-09",2317401,2317401,0,2317401,7495,0.32,-1.74
"2024-08-12",2318307,2317401,0,2317401,906,0.04,-1.7
"2024-08-13",2324923,2323807,0,2323807,6616,0.29,-1.42
"2024-08-14",2331774,2330508,0,2330508,6851,0.29,-1.13
"2024-08-15",2334205,2335344,0,2335344,2431,0.1,-1.03
"2024-08-16",2339260,2339260,0,2339260,5055,0.22,-0.81
"2024-08-19",2340501,2339260,0,2339260,1241,0.05,-0.76
"2024-08-20",2342422,2342421,0,2342421,1921,0.08,-0.68
"2024-08-21",2347603,2346092,0,2346092,5181,0.22,-0.46
"2024-08-22",2339290,2339749,0,2339749,-8313,-0.35,-0.81
"2024-08-23",2345025,2345025,0,2345025,5735,0.25,-0.57
"2024-08-26",2344926,2345025,0,2345025,-99,0,-0.57
"2024-08-27",2348697,2348761,0,2348761,3771,0.16,-0.41
"2024-08-28",2343244,2342953,0,2342953,-5453,-0.23,-0.64
"2024-08-29",2349875,2350034,0,2350034,6631,0.28,-0.36
"2024-08-30",2354345,2354345,0,2354345,4470,0.19,-0.17
"2024-09-03",2355866,2354345,0,2354345,1521,0.06,-0.11
"2024-09-04",2360362,2359196,0,2359196,4496,0.19,0
"2024-09-05",2359502,2359151,0,2359151,-860,-0.04,-0.04
"2024-09-06",2350683,2350683,0,2350683,-8819,-0.37,-0.41
"2024-09-09",2351474,2350683,0,2350683,791,0.03,-0.38
"2024-09-10",2356465,2355599,0,2355599,4991,0.21,-0.17
"2024-09-11",2349117,2346456,0,2346456,-7348,-0.31,-0.48
"2024-09-12",2351653,2351872,0,2351872,2536,0.11,-0.37
"2024-09-13",2355933,2355933,0,2355933,4280,0.18,-0.19
"2024-09-16",2356484,2355933,0,2355933,551,0.02,-0.16
"2024-09-17",2361365,2359799,0,2359799,4881,0.21,0
"2024-09-18",2366691,2366785,0,2366785,5326,0.23,0
"2024-09-19",2372582,2372766,0,2372766,5891,0.25,0
"2024-09-20",2372396,2372396,0,2372396,-186,-0.01,-0.01
"2024-09-23",2372637,2372396,0,2372396,241,0.01,0
"2024-09-24",2375668,2375217,0,2375217,3031,0.13,0
"2024-09-25",2378404,2378163,0,2378163,2736,0.12,0
"2024-09-26",2382300,2381679,0,2381679,3896,0.16,0
"2024-09-27",2384890,2384890,0,2384890,2590,0.11,0
"2024-09-30",2386961,2384890,0,2384890,2071,0.09,0
"2024-10-01",2373478,2373967,0,2373967,-13483,-0.56,-0.56
"2024-10-02",2373433,2373362,0,2373362,-45,0,-0.57
"2024-10-03",2376193,2374017,0,2374017,2760,0.12,-0.45
"2024-10-04",2381003,2381003,0,2381003,4810,0.2,-0.25
"2024-10-07",2381904,2381003,0,2381003,901,0.04,-0.21
"2024-10-08",2385750,2385739,0,2385739,3846,0.16,-0.05
"2024-10-09",2390461,2389730,0,2389730,4711,0.2,0
"2024-10-10",2395207,2394521,0,2394521,4746,0.2,0
"2024-10-11",2398597,2398597,0,2398597,3390,0.14,0
"2024-10-14",2397953,2398597,0,2398597,-644,-0.03,-0.03
"2024-10-15",2394810,2394104,0,2394104,-3143,-0.13,-0.16
"2024-10-16",2397466,2397930,0,2397930,2656,0.11,-0.05
"2024-10-17",2400832,2401341,0,2401341,3366,0.14,0
"2024-10-18",2404627,2404627,0,2404627,3795,0.16,0
"2024-10-21",2405473,2404627,0,2404627,846,0.04,0
"2024-10-22",2407029,2407658,0,2407658,1556,0.06,0
"2024-10-23",2400181,2400280,0,2400280,-6848,-0.28,-0.28
"2024-10-24",2404337,2404351,0,2404351,4156,0.17,-0.11
"2024-10-25",2407902,2407902,0,2407902,3565,0.15,0
"2024-10-28",2407088,2407902,0,2407902,-814,-0.03,-0.03
"2024-10-29",2404803,2406722,0,2406722,-2285,-0.09,-0.13
"2024-10-30",2404928,2405722,0,2405722,125,0.01,-0.12
"2024-10-31",2388915,2390649,0,2390649,-16013,-0.67,-0.79
"2024-11-01",2396665,2396665,0,2396665,7750,0.32,-0.47
"2024-11-04",2396156,2396665,0,2396665,-509,-0.02,-0.49
"2024-11-05",2402387,2401146,0,2401146,6231,0.26,-0.23
"2024-11-06",2409113,2409742,0,2409742,6726,0.28,0
"2024-11-07",2414784,2415023,0,2415023,5671,0.24,0
"2024-11-08",2418469,2418469,0,2418469,3685,0.15,0
"2024-11-11",2418195,2418469,0,2418469,-274,-0.01,-0.01
"2024-11-12",2412792,2413291,0,2413291,-5403,-0.22,-0.23
"2024-11-13",2415553,2417462,0,2417462,2761,0.11,-0.12
"2024-11-14",2412275,2411679,0,2411679,-3278,-0.14,-0.26
"2024-11-15",2404951,2404951,0,2404951,-7324,-0.3,-0.56
"2024-11-18",2404652,2404951,0,2404951,-299,-0.01,-0.57
"2024-11-19",2402482,2402666,0,2402666,-2170,-0.09,-0.66
"2024-11-20",2393709,2393338,0,2393338,-8773,-0.37,-1.02
"2024-11-21",2399100,2399589,0,2399589,5391,0.23,-0.8
"2024-11-22",2404015,2404015,0,2404015,4915,0.2,-0.6
"2024-11-25",2404701,2404015,0,2404015,686,0.03,-0.57
"2024-11-26",2407772,2407226,0,2407226,3071,0.13,-0.44
"2024-11-27",2407021,2407021,0,2407021,-751,-0.03,-0.47
"2024-11-29",2407021,2407021,0,2407021,0,0,-0.47
"2024-12-02",2407177,2407021,0,2407021,156,0.01,-0.47
"2024-12-03",2409923,2409562,0,2409562,2746,0.11,-0.35
"2024-12-04",2412274,2412288,0,2412288,2351,0.1,-0.26
"2024-12-05",2413615,2414929,0,2414929,1341,0.06,-0.2
"2024-12-06",2418150,2418150,0,2418150,4535,0.19,-0.01
"2024-12-09",2418296,2418150,0,2418150,146,0.01,-0.01
"2024-12-10",2420485,2420964,0,2420964,2189,0.09,0
"2024-12-11",2423756,2424255,0,2424255,3271,0.14,0
"2024-12-12",2419528,2420287,0,2420287,-4228,-0.17,-0.17
"2024-12-13",2423023,2423023,0,2423023,3495,0.14,-0.03
"2024-12-16",2422404,2423023,0,2423023,-619,-0.03,-0.06
"2024-12-17",2415651,2414710,0,2414710,-6753,-0.28,-0.33
"2024-12-18",2409633,2407267,0,2407267,-6018,-0.25,-0.58
"2024-12-19",2409574,2412588,0,2412588,-59,0,-0.59
"2024-12-20",2410703,2410703,0,2410703,1129,0.05,-0.54
"2024-12-23",2411489,2410703,0,2410703,786,0.03,-0.51
"2024-12-24",2414169,2414169,0,2414169,2680,0.11,-0.4
"2024-12-26",2413800,2414169,0,2414169,-369,-0.02,-0.41
"2024-12-27",2399781,2399781,0,2399781,-14019,-0.58,-0.99
"2024-12-30",2398502,2399781,0,2399781,-1279,-0.05,-1.04
"2024-12-31",2400061,2400061,0,2400061,1559,0.06,-0.98
"2025-01-02",2400362,2400061,0,2400061,301,0.01,-0.97
"2025-01-03",2405522,2405522,0,2405522,5160,0.21,-0.75
"2025-01-06",2406038,2405522,0,2405522,516,0.02,-0.73
"2025-01-07",2400270,2398419,0,2398419,-5768,-0.24,-0.97
"2025-01-08",2403866,2403915,0,2403915,3596,0.15,-0.82
"2025-01-10",2403915,2403915,0,2403915,49,0,-0.82
"2025-01-13",2405711,2403915,0,2403915,1796,0.07,-0.74
"2025-01-14",2410927,2409656,0,2409656,5216,0.22,-0.53
"2025-01-15",2416723,2417382,0,2417382,5796,0.24,-0.29
"2025-01-16",2420274,2421933,0,2421933,3551,0.15,-0.14
"2025-01-17",2426549,2426549,0,2426549,6275,0.26,0
"2025-01-21",2426760,2426549,0,2426549,211,0.01,0
"2025-01-22",2429946,2430040,0,2430040,3186,0.13,0
"2025-01-23",2434897,2433451,0,2433451,4951,0.2,0
"2025-01-24",2436572,2436572,0,2436572,1675,0.07,0
"2025-01-27",2437578,2436572,0,2436572,1006,0.04,0
"2025-01-28",2440304,2441388,0,2441388,2726,0.11,0
"2025-01-29",2430651,2430430,0,2430430,-9653,-0.4,-0.4
"2025-01-30",2439762,2436656,0,2436656,9111,0.37,-0.02
"2025-01-31",2442287,2442287,0,2442287,2525,0.1,0
"2025-02-03",2442178,2442287,0,2442287,-109,0,0
"2025-02-04",2449554,2448623,0,2448623,7376,0.3,0
"2025-02-05",2455295,2454084,0,2454084,5741,0.23,0
"2025-02-06",2459401,2458135,0,2458135,4106,0.17,0
"2025-02-07",2459935,2459935,0,2459935,534,0.02,0
"2025-02-10",2459631,2459935,0,2459935,-304,-0.01,-0.01
"2025-02-11",2464597,2464281,0,2464281,4966,0.2,0
"2025-02-12",2449919,2449248,0,2449248,-14678,-0.6,-0.6
"2025-02-13",2455155,2453959,0,2453959,5236,0.21,-0.38
"2025-02-14",2458020,2458020,0,2458020,2865,0.12,-0.27
"2025-02-18",2459711,2458020,0,2458020,1691,0.07,-0.2
"2025-02-19",2462357,2461586,0,2461586,2646,0.11,-0.09
"2025-02-20",2455469,2454713,0,2454713,-6888,-0.28,-0.37
"2025-02-21",2446385,2446385,0,2446385,-9084,-0.37,-0.74
"2025-02-24",2442651,2446385,0,2446385,-3734,-0.15,-0.89
"2025-02-25",2437173,2436277,0,2436277,-5478,-0.22,-1.11
"2025-02-26",2439894,2441843,0,2441843,2721,0.11,-1
"2025-02-27",2436561,2438275,0,2438275,-3333,-0.14,-1.14
"2025-02-28",2444531,2444531,0,2444531,7970,0.33,-0.81
"2025-03-03",2449397,2444531,0,2444531,4866,0.2,-0.62
"2025-03-04",2439187,2444271,0,2444271,-10210,-0.42,-1.03
"2025-03-05",2443787,2444301,0,2444301,4600,0.19,-0.84
"2025-03-06",2426359,2425838,0,2425838,-17428,-0.71,-1.55
"2025-03-07",2435569,2435569,0,2435569,9210,0.38,-1.18
